Data_Hora,Consumo_Energia_kWh,Temperatura_Ambiente_C,Umidade_Ar_Percent,Hora_Dia,Dia_Semana,Velocidade_Producao_RPM,Pressao_Sistema_Bar,Sensor_Ruido_1,Sensor_Ruido_2,Sensor_Redundante,Sensor_Tempo_Ruido,Sensor_Constante
2024-01-01 00:00:00,760.6381961138196,28.973713224089863,80.99033154879004,0,0,398.72325875384274,40.921924421226095,-0.863493604964934,-0.42375968202270325,38.69376170475992,3.925925411551881,49.996697473628046
2024-01-01 01:00:00,823.1583268710685,23.89388559063052,73.86950524369153,1,0,478.3221993926723,51.39614989220498,-0.031203488939083975,-0.45341410838385404,50.1342882247294,-7.8884048118510055,49.94963497396244
2024-01-01 02:00:00,747.7195430206125,30.18150830480554,60.89445554880261,2,0,381.1370118500058,55.863944665783556,0.018016872044446585,-1.795643172630015,53.979824298635066,5.573728249444725,49.98276250425464
2024-01-01 03:00:00,821.7862234291933,37.184238851264205,50.295948334416394,3,0,453.805770554144,78.8768765734019,0.47263034584340563,-0.3300901917014373,77.78088493591963,1.8313797107413727,50.07147317275177
2024-01-01 04:00:00,619.2753916777747,23.126773002213312,70.47334970420386,4,0,215.95779995693215,65.56553124533758,-1.3668583632808264,0.732829081821745,65.1372306239152,7.537288554321905,50.127785665503055
2024-01-01 05:00:00,828.7355725291385,23.126904344406555,65.90228078132624,5,0,531.9940561059408,46.64518430900109,0.5925672738473307,-1.2742321190767951,48.31949328166386,8.884658461774144,50.057048733086354
2024-01-01 06:00:00,885.6068779261977,37.63370252405913,73.42789830041599,6,0,500.1808213043336,64.86036289417638,-2.704391631602775,1.0484826510505925,64.21804481676497,14.039575305595788,50.010172320847175
2024-01-01 07:00:00,747.6512629438595,31.13947783322327,69.52757702522955,7,0,377.4367053397714,44.52696011061634,-0.6298845523638104,0.4877748210843382,41.355708697077155,13.767268238106016,50.14980117703044
2024-01-01 08:00:00,939.7339425549158,21.244204912520384,75.74329072979003,8,0,598.8868502648608,70.82691053887073,-0.48827384245154465,-0.7342333219710379,73.10704623186106,14.73285831305148,49.96871635269485
2024-01-01 09:00:00,949.174956371455,29.340480348687716,51.97147182659148,9,0,640.6355206439838,55.28875348182122,0.6333268260712385,-0.14152963733784743,53.61457321459114,16.21835159583119,50.103091933836694
2024-01-01 10:00:00,653.5505519769395,21.292658457500302,79.76091098451488,10,0,258.86602034465386,59.06363811260829,0.02263085267686914,1.598321807641033,58.94619725839903,11.45689492407973,49.97119372016487
2024-01-01 11:00:00,738.4130099270687,21.274161971437945,62.96399407038599,11,0,385.59128321506785,73.2579664754219,-1.4055630538562867,0.7335478135058658,74.15103948930332,11.160925435184199,50.04310229580109
2024-01-01 12:00:00,732.8809355696086,26.935698172528273,91.12891308937898,12,0,384.62864753190524,47.1283643141575,-0.9849931258170151,0.008783654898147817,47.52758515096307,16.364085415891672,49.98864374352095
2024-01-01 13:00:00,643.2778618627566,9.693758042737617,49.66218272865648,13,0,359.01453483367027,46.02881814887009,0.1986800095474069,-0.2376833169609843,48.217177243913035,16.66040475716511,49.99441478173472
2024-01-01 14:00:00,910.3927182798218,11.200657339895738,86.03945704747875,14,0,624.4212262897622,54.16400673653995,-0.07906734186455629,0.07660907045165961,55.12201302332547,12.454668816308699,49.962261348253776
2024-01-01 15:00:00,798.82819833031,20.501699766072218,62.96866175193972,15,0,470.92607918407947,70.38378851019317,-0.5791241096357465,-0.5117635579423034,68.66116935079896,17.02411704404134,50.13448540311807
2024-01-01 16:00:00,719.6494819233895,16.89735103732461,50.22872994578327,16,0,460.3227738034084,44.806539245231576,-0.48083378951197936,-2.1047495057190146,49.1636635932149,15.824517666077028,49.926707396189144
2024-01-01 17:00:00,529.9521226722862,27.51397866076219,52.741712489185176,17,0,199.42064533898696,31.67844401889431,0.696167997159289,2.042177910534731,32.067110945570775,12.73033545769972,49.92597677474513
2024-01-01 18:00:00,866.1111328424024,17.735807395830314,55.1947903770852,18,0,595.3127045313839,55.488411415910015,-0.5176925728692147,0.15532499919940146,55.193730962667004,24.45230370688175,50.21209935658451
2024-01-01 19:00:00,668.2831667303943,13.701570389317668,66.36248919602875,19,0,314.1112407719791,65.51740799910921,-0.08809124402907328,0.3981472651225371,67.44525884522035,19.275996212650448,50.09778475646543
2024-01-01 20:00:00,888.9760398378696,36.72519015137243,67.8425323205325,20,0,508.98989453994926,72.00261749738829,2.169936588080543,-0.05790774987690872,72.50151938924843,30.243541288494253,49.7614886301307
2024-01-01 21:00:00,851.5408246088715,23.193789596107713,51.394499940921314,21,0,541.6065406937288,55.36838637914601,-1.423682636883923,-0.735116800724588,56.16684276502466,12.872538649000838,49.94347412607896
2024-01-01 22:00:00,972.6637732665048,25.54022563750339,59.634681116085254,22,0,704.0987893757977,55.885733928839976,-1.8518427315746586,-0.18592448094877073,60.87010192604135,19.216106135783168,49.81880106624379
2024-01-01 23:00:00,705.3324595453489,13.602014510292346,92.13405537917795,23,0,303.67694013213315,71.53900734255747,0.7835896647986067,-1.5993947621943112,70.98876448604737,23.163194183454358,49.90493093065847
2024-01-02 00:00:00,457.7935258086661,20.64493820379854,85.91314755151066,0,1,47.073176626876204,41.3025830030458,-0.6786430612941032,2.2770864980533045,40.667061215011,5.68690548814457,49.686148533376596
2024-01-02 01:00:00,862.0471980577265,25.88738071767893,66.54485504511048,1,1,527.5774317130542,56.114792248169906,-0.31823752774262026,-1.234511998422396,56.34794927219483,2.9973468630109252,49.98630104223061
2024-01-02 02:00:00,1022.2167425561046,15.792051380621578,60.570052172523006,2,1,770.076677226628,61.90423889925058,-0.7811563781311142,-1.0319662838471795,64.04727077041265,3.5523637709037574,49.88580581808387
2024-01-02 03:00:00,1006.8387050646887,28.005584146765376,61.80046990077392,3,1,685.8419529409156,64.49218721285034,-0.2598001407675125,-0.4402592043864004,61.47911915246954,-2.6363189627707353,50.00599052567964
2024-01-02 04:00:00,851.3249537482379,20.194890480649562,69.20276959095625,4,1,531.4489122911939,54.901933068091175,1.5985381120963413,1.2880757248523775,50.970821285138165,-1.7847069861473566,49.837487874111744
2024-01-02 05:00:00,742.811311012573,22.666450001653786,44.658111522023916,5,1,426.2545721551929,60.344410117058416,0.8021284586181193,0.014508999262654136,59.17017957581812,6.6125233014495235,50.008291185317205
2024-01-02 06:00:00,875.2426510879424,20.186347102164824,56.139351938649824,6,1,621.0683894955965,35.1167264658701,0.8622235118869771,-1.2361357960304624,31.848880547751527,-0.8205299690917922,49.958508372187964
2024-01-02 07:00:00,710.2458507529126,39.818225476071504,34.97123889183616,7,1,353.9680700443297,53.41751587666152,-1.4162270557926455,1.2543383607573395,52.56785318161024,4.340611248553357,50.15019529651886
2024-01-02 08:00:00,907.6035452484998,24.892022202096527,65.98834683907918,8,1,571.4536654034329,64.53508712554468,-1.1511537365528692,0.7310006267854814,65.54008651780326,10.504586645429288,50.141135686174565
2024-01-02 09:00:00,855.6550833338939,16.538312568352797,69.70793909554112,9,1,575.820523874994,50.177059657453206,-2.839078659485427,0.5384349572164524,48.39556193034868,4.0883786386161205,50.07853456030103
2024-01-02 10:00:00,965.5699771232277,31.580359296825513,52.75220306550939,10,1,659.031486124832,60.58984221589597,-0.809380821082754,0.7157342411708404,57.73618906233329,18.026779811809032,49.96733862193388
2024-01-02 11:00:00,1174.5243486731758,15.233250800231822,83.6098014493505,11,1,913.9490058366616,64.46872500802698,0.9567031863856584,2.394361900582451,64.60739933145767,17.11968172118945,50.19853803952603
2024-01-02 12:00:00,851.8954010865689,26.670908760038042,41.61351505496488,12,1,558.862395076815,56.57450799142235,0.5169465157483709,2.185094895036112,58.29959496065269,4.142900008308498,49.844696472216015
2024-01-02 13:00:00,715.6044883770538,9.322639008961795,38.0343767968527,13,1,423.6554561438752,61.70463770996571,-0.2215132629521239,-0.6867153430032953,58.314690832932484,8.338143784090065,49.85964413704363
2024-01-02 14:00:00,792.706733554513,14.374511608812556,63.36677727839958,14,1,496.16385317120086,50.372674347153875,-0.02230028371805305,1.6238849928111523,52.01313914376584,2.57111377752525,49.991621690011094
2024-01-02 15:00:00,631.2863745089262,26.574889886952988,75.70647453918232,15,1,234.63861426663226,57.93388720303953,-0.6888855425754056,0.3831681897589003,59.568499610516184,11.087043187259333,50.22540381089211
2024-01-02 16:00:00,796.2044608153558,30.907732639963285,85.25891537186803,16,1,395.79303033664127,66.10216169589222,0.20475888240178416,0.4990958161377494,68.01033190020547,19.831942382861996,49.97976610931299
